K,transitions,probability,time
100,508725,3.794648132311012e-15,21.66201663017273
101,1250116,1.5524956147689453e-06,1665.8775596618652
102,2057623,1.5855333650621692e-06,7170.904949903488
103,2927378,1.6085572851203097e-06,18836.090982675552
